"Plot Title: 20400441"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","End Of File"
388,12/01/19 09:00:00 AM,0.232,0.0,
389,12/01/19 03:00:00 PM,0.232,0.0,
390,12/01/19 09:00:00 PM,0.232,0.0,
391,12/02/19 03:00:00 AM,0.232,0.0,
392,12/02/19 09:00:00 AM,0.232,0.0,
393,12/02/19 03:00:00 PM,0.232,0.0,
394,12/02/19 09:00:00 PM,0.232,0.0,
395,12/03/19 03:00:00 AM,0.232,0.0,
396,12/03/19 09:00:00 AM,0.232,0.0,
397,12/03/19 03:00:00 PM,0.232,0.0,
398,12/03/19 09:00:00 PM,0.343,0.0,
399,12/04/19 03:00:00 AM,0.343,0.0,
400,12/04/19 09:00:00 AM,0.343,0.0,
401,12/04/19 03:00:00 PM,0.343,32.3,
402,12/04/19 09:00:00 PM,0.232,0.0,
403,12/05/19 03:00:00 AM,0.343,0.0,
404,12/05/19 09:00:00 AM,0.343,10.8,
405,12/05/19 03:00:00 PM,0.343,32.3,
406,12/05/19 09:00:00 PM,0.343,0.0,
407,12/06/19 03:00:00 AM,0.343,0.0,
408,12/06/19 09:00:00 AM,0.343,32.3,
409,12/06/19 03:00:00 PM,0.343,107.6,
410,12/06/19 09:00:00 PM,0.453,0.0,
411,12/07/19 03:00:00 AM,0.343,0.0,
412,12/07/19 09:00:00 AM,0.563,64.6,
413,12/07/19 03:00:00 PM,1.980,1894.5,
414,12/07/19 09:00:00 PM,1.221,0.0,
415,12/08/19 03:00:00 AM,1.330,0.0,
416,12/08/19 09:00:00 AM,1.548,247.6,
417,12/08/19 03:00:00 PM,2.943,2927.8,
418,12/08/19 09:00:00 PM,1.330,0.0,
419,12/09/19 03:00:00 AM,-0.102,0.0,
420,12/09/19 09:00:00 AM,-0.325,269.1,
421,12/09/19 03:00:00 PM,1.003,1216.3,
422,12/09/19 09:00:00 PM,0.563,0.0,
423,12/10/19 03:00:00 AM,0.784,0.0,
424,12/10/19 09:00:00 AM,0.343,807.3,
425,12/10/19 03:00:00 PM,3.155,2755.6,
426,12/10/19 09:00:00 PM,0.232,0.0,
427,12/11/19 03:00:00 AM,0.563,0.0,
428,12/11/19 09:00:00 AM,1.980,236.8,
429,12/11/19 03:00:00 PM,1.656,1205.6,
430,12/11/19 09:00:00 PM,2.837,0.0,
431,12/12/19 03:00:00 AM,3.049,0.0,
432,12/12/19 09:00:00 AM,2.624,150.7,
433,12/12/19 03:00:00 PM,0.121,613.5,
434,12/12/19 09:00:00 PM,0.232,0.0,
435,12/13/19 03:00:00 AM,0.232,0.0,
436,12/13/19 09:00:00 AM,0.232,0.0,
437,12/13/19 03:00:00 PM,0.232,107.6,
438,12/13/19 09:00:00 PM,0.232,0.0,
439,12/14/19 03:00:00 AM,0.232,0.0,
440,12/14/19 09:00:00 AM,0.232,10.8,
441,12/14/19 03:00:00 PM,0.232,150.7,
442,12/14/19 09:00:00 PM,0.010,0.0,
443,12/15/19 03:00:00 AM,-0.325,0.0,
444,12/15/19 09:00:00 AM,-0.437,10.8,
445,12/15/19 03:00:00 PM,0.010,193.8,
446,12/15/19 09:00:00 PM,-0.437,0.0,
447,12/16/19 03:00:00 AM,-0.549,0.0,
448,12/16/19 09:00:00 AM,-0.549,10.8,
449,12/16/19 03:00:00 PM,-0.213,64.6,
450,12/16/19 09:00:00 PM,-0.325,0.0,
451,12/17/19 03:00:00 AM,-0.662,0.0,
452,12/17/19 09:00:00 AM,-0.549,10.8,
453,12/17/19 03:00:00 PM,-0.325,96.9,
454,12/17/19 09:00:00 PM,-0.437,0.0,
455,12/18/19 03:00:00 AM,-0.662,0.0,
456,12/18/19 09:00:00 AM,-0.887,10.8,
457,12/18/19 03:00:00 PM,0.010,193.8,
458,12/18/19 09:00:00 PM,0.010,0.0,
459,12/19/19 03:00:00 AM,0.010,0.0,
460,12/19/19 09:00:00 AM,0.121,21.5,
461,12/19/19 03:00:00 PM,0.121,64.6,
462,12/19/19 09:00:00 PM,0.121,0.0,
463,12/20/19 03:00:00 AM,0.121,0.0,
464,12/20/19 09:00:00 AM,0.343,215.3,
465,12/20/19 03:00:00 PM,2.410,1722.2,
466,12/20/19 09:00:00 PM,1.980,0.0,
467,12/21/19 03:00:00 AM,1.980,0.0,
468,12/21/19 09:00:00 AM,2.837,75.3,
469,12/21/19 03:00:00 PM,2.303,1151.7,
470,12/21/19 09:00:00 PM,0.232,0.0,
471,12/22/19 03:00:00 AM,0.232,0.0,
472,12/22/19 09:00:00 AM,0.121,86.1,
473,12/22/19 03:00:00 PM,1.548,3961.1,
474,12/22/19 09:00:00 PM,0.232,0.0,
475,12/23/19 03:00:00 AM,-0.437,0.0,
476,12/23/19 09:00:00 AM,-0.102,10.8,
477,12/23/19 03:00:00 PM,0.121,247.6,
478,12/23/19 09:00:00 PM,-0.325,0.0,
479,12/24/19 03:00:00 AM,-0.549,0.0,
480,12/24/19 09:00:00 AM,-0.549,10.8,
481,12/24/19 03:00:00 PM,-0.213,139.9,
482,12/24/19 09:00:00 PM,-0.437,0.0,
483,12/25/19 03:00:00 AM,-0.213,0.0,
484,12/25/19 09:00:00 AM,-0.213,10.8,
485,12/25/19 03:00:00 PM,0.121,322.9,
486,12/25/19 09:00:00 PM,-0.213,0.0,
487,12/26/19 03:00:00 AM,-0.437,0.0,
488,12/26/19 09:00:00 AM,-0.662,0.0,
489,12/26/19 03:00:00 PM,-0.325,32.3,
490,12/26/19 09:00:00 PM,-0.549,0.0,
491,12/27/19 03:00:00 AM,-0.437,0.0,
492,12/27/19 09:00:00 AM,-0.325,0.0,
493,12/27/19 03:00:00 PM,0.010,86.1,
494,12/27/19 09:00:00 PM,-0.325,0.0,
495,12/28/19 03:00:00 AM,-0.325,0.0,
496,12/28/19 09:00:00 AM,0.010,10.8,
497,12/28/19 03:00:00 PM,0.121,86.1,
498,12/28/19 09:00:00 PM,0.121,0.0,
499,12/29/19 03:00:00 AM,0.121,0.0,
500,12/29/19 09:00:00 AM,0.121,10.8,
501,12/29/19 03:00:00 PM,0.121,430.6,
502,12/29/19 09:00:00 PM,0.121,0.0,
503,12/30/19 03:00:00 AM,0.121,0.0,
504,12/30/19 09:00:00 AM,0.121,21.5,
505,12/30/19 03:00:00 PM,0.121,656.6,
506,12/30/19 09:00:00 PM,0.121,0.0,
507,12/31/19 03:00:00 AM,0.121,0.0,
508,12/31/19 09:00:00 AM,0.121,43.1,
509,12/31/19 03:00:00 PM,0.232,1280.9,
510,12/31/19 09:00:00 PM,0.232,0.0,
511,01/01/20 03:00:00 AM,2.195,0.0,
512,01/01/20 09:00:00 AM,2.303,10.8,
513,01/01/20 03:00:00 PM,0.343,4822.3,
514,01/01/20 09:00:00 PM,0.121,0.0,
515,01/02/20 03:00:00 AM,0.121,0.0,
516,01/02/20 09:00:00 AM,0.121,75.3,
517,01/02/20 03:00:00 PM,0.232,1808.3,
518,01/02/20 09:00:00 PM,0.121,0.0,
519,01/03/20 03:00:00 AM,0.121,0.0,
520,01/03/20 09:00:00 AM,0.010,96.9,
